Batter,Game,AB#,Umpire,Ground,Home,Order,Result,Direction,Strt Case,End Case
Ken McKell,14,1,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Ken McKell,14,2,N/A,N/A,N/A,N/A,Throw Out,5,N/A,N/A
Ken McKell,14,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Ken McKell,14,4,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Ken McKell,15,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Ken McKell,15,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Ken McKell,15,3,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Ken McKell,16,1,N/A,N/A,N/A,N/A,Error,5,N/A,N/A
Ken McKell,16,2,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Ken McKell,16,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Ken McKell,16,4,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Ken McKell,16,5,N/A,N/A,N/A,N/A,#REF!,#REF!,N/A,N/A
Peter Won,1,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,1,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Peter Won,1,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,2,1,N/A,N/A,N/A,N/A,Fielders Choice,6,N/A,N/A
Peter Won,2,2,N/A,N/A,N/A,N/A,Double,8,N/A,N/A
Peter Won,2,3,N/A,N/A,N/A,N/A,Fly Out,0,N/A,N/A
Peter Won,2,4,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,2,5,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,3,1,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,3,2,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Peter Won,3,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,4,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Peter Won,4,2,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,4,3,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Peter Won,4,4,N/A,N/A,N/A,N/A,Caught Line,5,N/A,N/A
Peter Won,5,1,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,5,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,5,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Peter Won,6,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,6,2,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,6,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,6,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,7,1,N/A,N/A,N/A,N/A,Triple,8,N/A,N/A
Peter Won,7,2,N/A,N/A,N/A,N/A,Throw Out,4,N/A,N/A
Peter Won,7,3,N/A,N/A,N/A,N/A,Single,1,N/A,N/A
Peter Won,8,1,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,8,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Peter Won,8,3,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Peter Won,8,4,N/A,N/A,N/A,N/A,Fly Out,4,N/A,N/A
Peter Won,9,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,9,2,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,9,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,9,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,10,1,N/A,N/A,N/A,N/A,Throw Out,6,N/A,N/A
Peter Won,10,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Peter Won,10,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Peter Won,11,1,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Peter Won,11,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,11,3,N/A,N/A,N/A,N/A,Throw Out,4,N/A,N/A
Peter Won,11,4,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Peter Won,12,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,12,2,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,12,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,12,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Peter Won,13,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Peter Won,13,2,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Peter Won,13,3,N/A,N/A,N/A,N/A,Fly Out,3,N/A,N/A
Peter Won,14,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,14,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,14,3,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Peter Won,14,4,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Peter Won,15,1,N/A,N/A,N/A,N/A,Fly Out,6,N/A,N/A
Peter Won,15,2,N/A,N/A,N/A,N/A,Fly Out,6,N/A,N/A
Peter Won,15,3,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Peter Won,16,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Peter Won,16,2,N/A,N/A,N/A,N/A,Triple,8,N/A,N/A
Peter Won,16,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Peter Won,16,4,N/A,N/A,N/A,N/A,Double,9,N/A,N/A
Peter Won,16,5,N/A,N/A,N/A,N/A,#REF!,#REF!,N/A,N/A
Rod Carroll,1,1,N/A,N/A,N/A,N/A,Throw Out,1,N/A,N/A
Rod Carroll,1,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Rod Carroll,1,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Rod Carroll,2,1,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Rod Carroll,2,2,N/A,N/A,N/A,N/A,Double,9,N/A,N/A
Rod Carroll,2,3,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Rod Carroll,2,4,N/A,N/A,N/A,N/A,Muffed Fly,6,N/A,N/A
Rod Carroll,2,5,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,3,1,N/A,N/A,N/A,N/A,Fielders Choice,6,N/A,N/A
Rod Carroll,3,2,N/A,N/A,N/A,N/A,Fielders Choice,6,N/A,N/A
Rod Carroll,3,3,N/A,N/A,N/A,N/A,Muffed Fly,5,N/A,N/A
Rod Carroll,4,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,4,2,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,4,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,4,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,5,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Rod Carroll,5,2,N/A,N/A,N/A,N/A,Throw Out,5,N/A,N/A
Rod Carroll,5,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,6,1,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Rod Carroll,6,2,N/A,N/A,N/A,N/A,Throw Out,5,N/A,N/A
Rod Carroll,6,3,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Rod Carroll,6,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,7,1,N/A,N/A,N/A,N/A,Fly Out,5,N/A,N/A
Rod Carroll,7,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Rod Carroll,7,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Rod Carroll,8,1,N/A,N/A,N/A,N/A,Muffed Fly,7,N/A,N/A
Rod Carroll,8,2,N/A,N/A,N/A,N/A,Fly Out,6,N/A,N/A
Rod Carroll,8,3,N/A,N/A,N/A,N/A,Muffed Fly,4,N/A,N/A
Rod Carroll,8,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,9,1,N/A,N/A,N/A,N/A,Error,5,N/A,N/A
Rod Carroll,9,2,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Rod Carroll,9,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Rod Carroll,9,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,10,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Rod Carroll,10,2,N/A,N/A,N/A,N/A,Fly Out,4,N/A,N/A
Rod Carroll,10,3,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Rod Carroll,11,1,N/A,N/A,N/A,N/A,Throw Out,6,N/A,N/A
Rod Carroll,11,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Rod Carroll,11,3,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Rod Carroll,11,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,12,1,N/A,N/A,N/A,N/A,Fly Out,5,N/A,N/A
Rod Carroll,12,2,N/A,N/A,N/A,N/A,Triple,7,N/A,N/A
Rod Carroll,12,3,N/A,N/A,N/A,N/A,Fly Out,5,N/A,N/A
Rod Carroll,12,4,N/A,N/A,N/A,N/A,Home,8,N/A,N/A
Rod Carroll,13,1,N/A,N/A,N/A,N/A,Fielders Choice,1,N/A,N/A
Rod Carroll,13,2,N/A,N/A,N/A,N/A,Throw Out,3,N/A,N/A
Rod Carroll,13,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Rod Carroll,14,1,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Rod Carroll,14,2,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Rod Carroll,14,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Rod Carroll,14,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Rod Carroll,15,1,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Rod Carroll,15,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Rod Carroll,15,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Rod Carroll,16,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Rod Carroll,16,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Rod Carroll,16,3,N/A,N/A,N/A,N/A,Fielders Choice,6,N/A,N/A
Rod Carroll,16,4,N/A,N/A,N/A,N/A,Error,6,N/A,N/A
Rod Carroll,16,5,N/A,N/A,N/A,N/A,#REF!,#REF!,N/A,N/A
Andrew Bosman,1,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Andrew Bosman,1,2,N/A,N/A,N/A,N/A,Double,8,N/A,N/A
Andrew Bosman,1,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,2,1,N/A,N/A,N/A,N/A,Caught Line,6,N/A,N/A
Andrew Bosman,2,2,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Andrew Bosman,2,3,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Andrew Bosman,2,4,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Andrew Bosman,2,5,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,3,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,3,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Andrew Bosman,3,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,4,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,4,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,4,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,4,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,5,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Andrew Bosman,5,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,5,3,N/A,N/A,N/A,N/A,Fly Out,7,N/A,N/A
Andrew Bosman,6,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,6,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Andrew Bosman,6,3,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Andrew Bosman,6,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,7,1,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Andrew Bosman,7,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,7,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,8,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,8,2,N/A,N/A,N/A,N/A,Caught Line,6,N/A,N/A
Andrew Bosman,8,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,8,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,9,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,9,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,9,3,N/A,N/A,N/A,N/A,Triple,7,N/A,N/A
Andrew Bosman,9,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,10,1,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Andrew Bosman,10,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,10,3,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Andrew Bosman,11,1,N/A,N/A,N/A,N/A,Muffed Fly,6,N/A,N/A
Andrew Bosman,11,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,11,3,N/A,N/A,N/A,N/A,Double,9,N/A,N/A
Andrew Bosman,11,4,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Andrew Bosman,12,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,12,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,12,3,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Andrew Bosman,12,4,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Andrew Bosman,13,1,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Andrew Bosman,13,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,13,3,N/A,N/A,N/A,N/A,Caught Line,5,N/A,N/A
Andrew Bosman,14,1,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,14,2,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,14,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,14,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Andrew Bosman,15,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,15,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Andrew Bosman,15,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Andrew Bosman,16,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Andrew Bosman,16,2,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Andrew Bosman,16,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Andrew Bosman,16,4,N/A,N/A,N/A,N/A,Fly Out,5,N/A,N/A
Andrew Bosman,16,5,N/A,N/A,N/A,N/A,#REF!,#REF!,N/A,N/A
Tray Toomey,1,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Tray Toomey,1,2,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Tray Toomey,1,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Tray Toomey,2,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Tray Toomey,2,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Tray Toomey,2,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Tray Toomey,2,4,N/A,N/A,N/A,N/A,Double,8,N/A,N/A
Tray Toomey,2,5,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Tray Toomey,3,1,N/A,N/A,N/A,N/A,Fielders Choice,6,N/A,N/A
Tray Toomey,3,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,3,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Tray Toomey,4,1,N/A,N/A,N/A,N/A,Single,3,N/A,N/A
Tray Toomey,4,2,N/A,N/A,N/A,N/A,Fly Out,6,N/A,N/A
Tray Toomey,4,3,N/A,N/A,N/A,N/A,Single,4,N/A,N/A
Tray Toomey,4,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Tray Toomey,5,1,N/A,N/A,N/A,N/A,Throw Out,6,N/A,N/A
Tray Toomey,5,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,5,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Tray Toomey,6,1,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Tray Toomey,6,2,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Tray Toomey,6,3,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Tray Toomey,6,4,N/A,N/A,N/A,N/A,Single,3,N/A,N/A
Tray Toomey,7,1,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,7,2,N/A,N/A,N/A,N/A,Caught Line,5,N/A,N/A
Tray Toomey,7,3,N/A,N/A,N/A,N/A,Triple,8,N/A,N/A
Tray Toomey,8,1,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,8,2,N/A,N/A,N/A,N/A,Throw Out,6,N/A,N/A
Tray Toomey,8,3,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Tray Toomey,8,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Tray Toomey,9,1,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Tray Toomey,9,2,N/A,N/A,N/A,N/A,Fly Out,3,N/A,N/A
Tray Toomey,9,3,N/A,N/A,N/A,N/A,Single,1,N/A,N/A
Tray Toomey,9,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Tray Toomey,10,1,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Tray Toomey,10,2,N/A,N/A,N/A,N/A,Triple,9,N/A,N/A
Tray Toomey,10,3,N/A,N/A,N/A,N/A,Triple,8,N/A,N/A
Tray Toomey,11,1,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Tray Toomey,11,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,11,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Tray Toomey,11,4,N/A,N/A,N/A,N/A,KC,0,N/A,N/A
Tray Toomey,12,1,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Tray Toomey,12,2,N/A,N/A,N/A,N/A,Single,8,N/A,N/A
Tray Toomey,12,3,N/A,N/A,N/A,N/A,Fly Out,6,N/A,N/A
Tray Toomey,12,4,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Tray Toomey,13,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Tray Toomey,13,2,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Tray Toomey,13,3,N/A,N/A,N/A,N/A,Throw Out,1,N/A,N/A
Tray Toomey,14,1,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,14,2,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Tray Toomey,14,3,N/A,N/A,N/A,N/A,HBP,0,N/A,N/A
Tray Toomey,14,4,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Tray Toomey,15,1,N/A,N/A,N/A,N/A,Throw Out,1,N/A,N/A
Tray Toomey,15,2,N/A,N/A,N/A,N/A,Throw Out,4,N/A,N/A
Tray Toomey,15,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Tray Toomey,16,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Tray Toomey,16,2,N/A,N/A,N/A,N/A,Double,8,N/A,N/A
Tray Toomey,16,3,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Tray Toomey,16,4,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Tray Toomey,16,5,N/A,N/A,N/A,N/A,#REF!,#REF!,N/A,N/A
Paul van der Westhuisen,1,1,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Paul van der Westhuisen,1,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Paul van der Westhuisen,1,3,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Paul van der Westhuisen,2,1,N/A,N/A,N/A,N/A,Throw Out,6,N/A,N/A
Paul van der Westhuisen,2,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Paul van der Westhuisen,2,3,N/A,N/A,N/A,N/A,K2,0,N/A,N/A
Paul van der Westhuisen,2,4,N/A,N/A,N/A,N/A,Single,1,N/A,N/A
Paul van der Westhuisen,2,5,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Paul van der Westhuisen,3,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Paul van der Westhuisen,3,2,N/A,N/A,N/A,N/A,Single,6,N/A,N/A
Paul van der Westhuisen,3,3,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Paul van der Westhuisen,4,1,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Paul van der Westhuisen,4,2,N/A,N/A,N/A,N/A,Infield Fly,0,N/A,N/A
Paul van der Westhuisen,4,3,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Paul van der Westhuisen,4,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Paul van der Westhuisen,5,1,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Paul van der Westhuisen,5,2,N/A,N/A,N/A,N/A,BB,0,N/A,N/A
Paul van der Westhuisen,5,3,N/A,N/A,N/A,N/A,Muffed Fly,5,N/A,N/A
Paul van der Westhuisen,6,1,N/A,N/A,N/A,N/A,Single,4,N/A,N/A
Paul van der Westhuisen,6,2,N/A,N/A,N/A,N/A,Double,7,N/A,N/A
Paul van der Westhuisen,6,3,N/A,N/A,N/A,N/A,Muffed Fly,4,N/A,N/A
Paul van der Westhuisen,6,4,N/A,N/A,N/A,N/A,Single,9,N/A,N/A
Paul van der Westhuisen,7,1,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
Paul van der Westhuisen,7,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Paul van der Westhuisen,7,3,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Paul van der Westhuisen,8,1,N/A,N/A,N/A,N/A,Home,9,N/A,N/A
Paul van der Westhuisen,8,2,N/A,N/A,N/A,N/A,Single,7,N/A,N/A
Paul van der Westhuisen,8,3,N/A,N/A,N/A,N/A,Throw Out,3,N/A,N/A
Paul van der Westhuisen,8,4,N/A,N/A,N/A,N/A,Fielders Choice,4,N/A,N/A
Paul van der Westhuisen,9,1,N/A,N/A,N/A,N/A,Home,7,N/A,N/A
Paul van der Westhuisen,9,2,N/A,N/A,N/A,N/A,Single,5,N/A,N/A
Paul van der Westhuisen,9,3,N/A,N/A,N/A,N/A,Fly Out,7,N/A,N/A
Paul van der Westhuisen,9,4,N/A,N/A,N/A,N/A,0,0,N/A,N/A
Paul van der Westhuisen,10,1,N/A,N/A,N/A,N/A,Double,9,N/A,N/A
Paul van der Westhuisen,10,2,N/A,N/A,N/A,N/A,Double,9,N/A,N/A
Paul van der Westhuisen,10,3,N/A,N/A,N/A,N/A,Throw Out,1,N/A,N/A
Paul van der Westhuisen,11,1,N/A,N/A,N/A,N/A,Fly Out,8,N/A,N/A
